,user_id,business_id,stars,state,pred_context,pred_factor,rev_count,opt_alpha
51,iJJcWI5s5smJdaWkVKSAlQ,syBbYNE5-rWDMOs-MkFRQw,5.0,NC,4.277043617584326,4.422584770624253,88,0.0
52,iJJcWI5s5smJdaWkVKSAlQ,trodK1jXLGIn5qjJCooIpQ,4.0,NC,4.646266688453922,4.1923974351549695,88,0.0
53,iJJcWI5s5smJdaWkVKSAlQ,wTM0rpskJ3JILGBs295X-A,5.0,NC,4.039238284619522,4.217260403179848,88,0.0
54,F1HuMV7j21nNwcRa8VnNPQ,02AVQHu7QOpfa0Mz--DQQg,5.0,OH,4.148035044470726,4.646870027477209,146,0.0
55,F1HuMV7j21nNwcRa8VnNPQ,26Uk74dNTGysPq2ceaj2OA,5.0,OH,4.421738898783822,4.894250688789411,146,0.0
56,F1HuMV7j21nNwcRa8VnNPQ,6LtbAtQKXWFj7QcqBnr6SA,5.0,OH,3.8756416033776118,4.100933757229032,146,0.0
57,F1HuMV7j21nNwcRa8VnNPQ,KpsEXQSRTPk5w06GuG6Q4Q,4.0,OH,3.7253825640367726,4.732774905873003,146,0.7273977331784489
58,F1HuMV7j21nNwcRa8VnNPQ,NyLYY8q1-H3hfsTwuwLPCg,4.0,OH,3.7778661756233536,5.0,146,0.8182409978793063
59,F1HuMV7j21nNwcRa8VnNPQ,T7weU8D-PrX8tGrAFJOSxw,5.0,OH,4.142954254738109,4.698269049823613,146,0.0
60,F1HuMV7j21nNwcRa8VnNPQ,Tc511yME8axDPq2J6woxkg,4.0,OH,4.380274066316597,5.0,146,1.0
61,F1HuMV7j21nNwcRa8VnNPQ,Vyc16Q_MNfS6cgixdjbMPQ,4.0,OH,4.087532741461253,3.402260971292117,146,0.8722656539030518
62,F1HuMV7j21nNwcRa8VnNPQ,W3PgeyVrAjgK0X6ZLX-hfg,5.0,OH,3.749501757378248,4.618241355987653,146,0.0
63,F1HuMV7j21nNwcRa8VnNPQ,XvJNwf3EEqTjQdJZpm_RXQ,5.0,OH,3.4385627018745937,4.384635946594549,146,0.0
64,F1HuMV7j21nNwcRa8VnNPQ,Xx0iT938ygogOz6qIVG0hw,4.0,OH,4.5017649890842995,4.120174962924324,146,0.0
65,F1HuMV7j21nNwcRa8VnNPQ,_H8ZSUM5OrM5aDHrfNIXyA,4.0,OH,3.064955999323169,4.1298817392274865,146,0.12196318894419457
66,F1HuMV7j21nNwcRa8VnNPQ,d9sv7fexFJiChG9Xl0SP-A,4.0,OH,3.3729719882480484,3.655170308377925,146,0.0
67,F1HuMV7j21nNwcRa8VnNPQ,fVLWfO97Ddac26ptnMuE3A,4.0,OH,3.4074874428641206,3.5596952711592253,146,0.0
68,F1HuMV7j21nNwcRa8VnNPQ,iu-OVqOibeZKyzHwubGYbA,3.0,OH,3.73229759291223,2.7753687597620638,146,0.2347418454290487
69,F1HuMV7j21nNwcRa8VnNPQ,nM-1hqurfwvlEyPOqXamjg,4.0,OH,4.357583028987071,3.4815213439890065,146,0.5918289372650041
70,F1HuMV7j21nNwcRa8VnNPQ,oIQYIfXlrci56RwhQd0Y1w,4.0,OH,4.061263461438721,4.321459366571114,146,1.0
71,F1HuMV7j21nNwcRa8VnNPQ,ow-jXGTtn1NEJTWTW70uZA,5.0,OH,3.204915153274045,4.833818374962258,146,0.0
72,F1HuMV7j21nNwcRa8VnNPQ,pe-VJPSL51rFZPpBBAe1Bg,3.0,OH,3.7559425295742574,3.3834228929267214,146,0.0
73,F1HuMV7j21nNwcRa8VnNPQ,vOY6w1Q45Iod8sy2c8zetg,4.0,OH,3.5198513146294044,4.668862937259502,146,0.582120253691141
74,DGQEY6I7zNc85D51Nqp2uQ,0Kp2gFLbhQRrNF-Htk5aQA,5.0,WI,2.905779963005981,3.8612672193338606,192,0.0
75,DGQEY6I7zNc85D51Nqp2uQ,3Z8l7SrEM4J4K-cgWZ0Gaw,5.0,WI,4.153938306459234,4.367408645210364,192,0.0
76,DGQEY6I7zNc85D51Nqp2uQ,566Si6H4elSwGXsrQDjXdg,5.0,WI,4.0389036265657365,4.659124060498313,192,0.0
77,DGQEY6I7zNc85D51Nqp2uQ,6IDeBbrpxSTXVPUv3no4hw,5.0,WI,3.663154180735436,4.218292630222248,192,0.0
78,DGQEY6I7zNc85D51Nqp2uQ,8mtP3VJ8Ylvz-rEo_osWgg,5.0,WI,3.6688235753162997,4.861366001420914,192,0.0
79,DGQEY6I7zNc85D51Nqp2uQ,AtkoIv3EEqLivpg95PzP1A,2.0,WI,3.121693904811897,3.4820485926617364,192,1.0
80,DGQEY6I7zNc85D51Nqp2uQ,Cb-Xl9s4AboAeOO_T9LdnA,5.0,WI,4.153938306459234,4.696101095453884,192,0.0
81,DGQEY6I7zNc85D51Nqp2uQ,EiHj4zrEOA8SlMO69qSHZg,4.0,WI,3.1659704725141395,4.222779911209853,192,0.2108042406252564
82,DGQEY6I7zNc85D51Nqp2uQ,Ff9YHvBxijzhdtYVQU09dQ,5.0,WI,3.9523495150077497,4.293648470283166,192,0.0
83,DGQEY6I7zNc85D51Nqp2uQ,FozlTz6_fvzPd3ea6JG5tQ,5.0,WI,3.751450692192533,3.922741337773602,192,0.0
84,DGQEY6I7zNc85D51Nqp2uQ,GfYzz2Dnnn0CqeDqROAKTQ,3.0,WI,3.1332966409506566,3.270444225577513,192,1.0
85,DGQEY6I7zNc85D51Nqp2uQ,IWNbZymAICpqSgBvl2EVzg,4.0,WI,4.700389143647064,4.4410533806132415,192,0.0
86,DGQEY6I7zNc85D51Nqp2uQ,K75oPh837az2upKWPS2LUQ,4.0,WI,3.694993399843799,4.678448059926394,192,0.6898620622423152
87,DGQEY6I7zNc85D51Nqp2uQ,M4N-GBRic5MSKLY77SRZlw,5.0,WI,4.0664116999452204,4.658003156425896,192,0.0
88,DGQEY6I7zNc85D51Nqp2uQ,NCLb0u83uDqfqZmKOSZoLQ,5.0,WI,2.851909207914844,3.5726131222860067,192,0.0
89,DGQEY6I7zNc85D51Nqp2uQ,NKQ0kQmwVHXoE_50AZdGtQ,4.0,WI,3.3966001712523024,3.5020182643600584,192,0.0
90,DGQEY6I7zNc85D51Nqp2uQ,O_2ZfBojroXD0ND2qx99qQ,4.0,WI,4.113315915449746,3.7574857927177723,192,0.6815449052493497
91,DGQEY6I7zNc85D51Nqp2uQ,PDDFy-xF8de8mKlvGm-vbg,4.0,WI,4.49407202728464,4.8615871775811135,192,1.0
92,DGQEY6I7zNc85D51Nqp2uQ,PbeDPF59J-bjBsUxLUGZhQ,5.0,WI,3.061136591834281,4.4161530598070575,192,0.0
93,DGQEY6I7zNc85D51Nqp2uQ,R8L9VLO5jHfzPA5rHiujIA,4.0,WI,3.916652290037068,4.145708504650205,192,0.6361255244538926
94,DGQEY6I7zNc85D51Nqp2uQ,RFOQpskQ-sxCVakmbdxUnA,5.0,WI,3.6441634774856038,4.200389815108589,192,0.0
95,DGQEY6I7zNc85D51Nqp2uQ,RjA_KIJSUQPUiCQErUqI_g,5.0,WI,4.117726271150062,4.4671921688652985,192,0.0
96,DGQEY6I7zNc85D51Nqp2uQ,RlTXO_VW6nXNdZ6H0GDD_A,5.0,WI,3.1660751627275903,4.357667738482493,192,0.0
97,DGQEY6I7zNc85D51Nqp2uQ,S64I8fseiH6DYAe2HUCwJA,5.0,WI,2.9019115363919536,4.639767256234356,192,0.0
98,DGQEY6I7zNc85D51Nqp2uQ,SASbVGVSRMmp2yBdpYpk3Q,5.0,WI,4.153938306459234,4.2827668811198745,192,0.0
99,DGQEY6I7zNc85D51Nqp2uQ,Ty2BpVQNekxWC47yTD9Tpg,5.0,WI,3.7389018926867683,4.613068659728368,192,0.0
100,DGQEY6I7zNc85D51Nqp2uQ,VMPSdoBgJuyS9t_x_caTig,5.0,WI,3.0221050326738883,4.735546112149281,192,0.0
101,DGQEY6I7zNc85D51Nqp2uQ,VSu7GYn-Zln5TLZh_fMtvQ,3.0,WI,3.3148480584426325,3.517553582895304,192,1.0
102,DGQEY6I7zNc85D51Nqp2uQ,VrE8b5u-ai47W__Diw_mKg,4.0,WI,4.559145467603953,4.315019328208223,192,0.0
103,DGQEY6I7zNc85D51Nqp2uQ,WGg8UkesbPhi4HYIzHzxfw,5.0,WI,4.587869715668119,4.725892405108711,192,0.0
104,DGQEY6I7zNc85D51Nqp2uQ,Wtp0Pfnhd7NvUIEawiIjTA,4.0,WI,4.0487311549826535,4.307735474304755,192,1.0
105,DGQEY6I7zNc85D51Nqp2uQ,X8oVHIbXXOisE3c9ux5iKw,4.0,WI,3.7420061737460335,3.7792759363702713,192,0.0
106,DGQEY6I7zNc85D51Nqp2uQ,_1W2xIJzaC8iXyn_a-ZP1Q,4.0,WI,2.9616344773815206,4.321529186660992,192,0.23643682445926406
107,DGQEY6I7zNc85D51Nqp2uQ,aVBFKYoF0AHuusNssaQpJA,4.0,WI,3.195706829064015,4.24023997241573,192,0.2299974624499172
108,DGQEY6I7zNc85D51Nqp2uQ,aWPt3CCREjVBfAelpb4-hA,5.0,WI,3.079227998323762,4.245047648129148,192,0.0
109,DGQEY6I7zNc85D51Nqp2uQ,c2a7-byrwnuRUW757cyjgA,4.0,WI,3.5932186363063634,4.635534838437334,192,0.6097332432691829
110,DGQEY6I7zNc85D51Nqp2uQ,cTPdZ9Va0HCLESf5gNnXwA,5.0,WI,3.852956742790553,4.157181904228982,192,0.0
111,DGQEY6I7zNc85D51Nqp2uQ,cVPUJEJqjSR1oHjl2JPHqg,3.0,WI,4.316970728603123,3.5072696667408163,192,0.0
112,DGQEY6I7zNc85D51Nqp2uQ,d4JTF7OUIMpxpIHVl9wPJA,4.0,WI,3.9927261801854224,3.3479183736014186,192,1.0
113,DGQEY6I7zNc85D51Nqp2uQ,dgH8pGKynb56tN1gc_hzhQ,5.0,WI,2.9003252799796315,3.905255314374156,192,0.0
114,DGQEY6I7zNc85D51Nqp2uQ,dn4sJtGlaf9fC7gS7YijEg,4.0,WI,3.9123571138711686,3.998200236002969,192,0.0
115,DGQEY6I7zNc85D51Nqp2uQ,fa_yHDsmP319J11HXoWAHQ,4.0,WI,3.3966001712523024,4.120912551154312,192,0.16693426000901715
116,DGQEY6I7zNc85D51Nqp2uQ,flCF_Vp9NOpTVeGv673nSg,3.0,WI,3.9766969860329104,3.208757715057147,192,0.0
117,DGQEY6I7zNc85D51Nqp2uQ,fyaURNYm4MCgTIKu64V2fA,5.0,WI,3.0125636766471056,3.934378402528183,192,0.0
118,DGQEY6I7zNc85D51Nqp2uQ,goA823bcbiOctrkSJ5JWJA,5.0,WI,2.876551436575188,4.469339982130019,192,0.0
119,DGQEY6I7zNc85D51Nqp2uQ,hpuUXoMigIFbu9ptV-neyw,4.0,WI,3.7389018926867683,4.502904948485418,192,0.6582499175473938
120,DGQEY6I7zNc85D51Nqp2uQ,jDKe_A3v2nS7x2ZdfBEq2A,3.0,WI,3.479471226543841,4.544379380074155,192,1.0
121,DGQEY6I7zNc85D51Nqp2uQ,jYB3FHXjS491zFlCoLZ91Q,3.0,WI,3.0314765056394126,3.669564749893598,192,1.0
122,DGQEY6I7zNc85D51Nqp2uQ,kVXyz0mYd7NaGuGdM_VMeQ,4.0,WI,4.007101371235775,4.72047767256364,192,1.0
123,DGQEY6I7zNc85D51Nqp2uQ,kjs2IutpZINFnTWx4r6j0Q,2.0,WI,4.205668045450084,4.4272846081238,192,1.0
124,DGQEY6I7zNc85D51Nqp2uQ,klb1XHe_KKgEcpp02vkdYQ,5.0,WI,3.5074221493283333,4.237740705539327,192,0.0
125,DGQEY6I7zNc85D51Nqp2uQ,lXrsrmIcbOstYC2vtip8ZA,5.0,WI,3.5793438945989693,4.438408429814195,192,0.0
126,DGQEY6I7zNc85D51Nqp2uQ,mVTpWeqWiuJKVOT2p8d4aA,5.0,WI,4.2036457783390775,4.743590359673231,192,0.0
127,DGQEY6I7zNc85D51Nqp2uQ,nX6AfpHDiJECwn_eXfT-8A,5.0,WI,4.117726271150062,4.253043047939613,192,0.0
128,DGQEY6I7zNc85D51Nqp2uQ,o-D37YVIe0-ravg2HBG8Jw,4.0,WI,4.1802077173935945,4.624639206842313,192,1.0
129,DGQEY6I7zNc85D51Nqp2uQ,o6kbTXbLJImoQZpMO_97Ww,5.0,WI,2.888756379881656,4.739488589458528,192,0.0
130,DGQEY6I7zNc85D51Nqp2uQ,paNjgpMDRhNzBj6xzhHPVQ,5.0,WI,3.547431364329179,4.448763553696433,192,0.0
131,DGQEY6I7zNc85D51Nqp2uQ,rGv0FH58TaBWN4U1LnaDVQ,5.0,WI,2.8931800906374883,4.416636633612869,192,0.0
132,DGQEY6I7zNc85D51Nqp2uQ,rOVatyr80CywicUE6gfCnQ,4.0,WI,3.5074221493283333,3.7804252025947584,192,0.0
133,DGQEY6I7zNc85D51Nqp2uQ,rb2IywByQD6QWz4pWnbWqg,4.0,WI,3.6619519429278142,4.350017455790884,192,0.5086978626997983
134,DGQEY6I7zNc85D51Nqp2uQ,sTEmdsTMxoiKmjtRXRxCoA,4.0,WI,3.688147183552655,3.7033454377913024,192,0.0
135,DGQEY6I7zNc85D51Nqp2uQ,sZyoRWVCCr_Hrj82AynIAw,5.0,WI,2.8357995808116536,4.243788156341436,192,0.0
136,DGQEY6I7zNc85D51Nqp2uQ,tsDdetbc4qtzgAPtcLH87A,4.0,WI,4.368794892244779,4.0255524452672695,192,0.0
137,DGQEY6I7zNc85D51Nqp2uQ,ugdUuApH3pYXggW5qpbALg,3.0,WI,3.2196560250191832,3.9435700637689743,192,1.0
138,DGQEY6I7zNc85D51Nqp2uQ,vL2gHuQtUmpxkqZq2PI7Ng,5.0,WI,3.2207619142491533,4.353055369125032,192,0.0
139,DGQEY6I7zNc85D51Nqp2uQ,vjJZ0MyBmunjoT6XVJuJSA,5.0,WI,3.779174626524645,4.933894634479971,192,0.0
140,DGQEY6I7zNc85D51Nqp2uQ,vxByu2zWCbv1qMRf3kOW6g,4.0,WI,3.7847987692614975,4.897718131218375,192,0.8066335818256337
141,DGQEY6I7zNc85D51Nqp2uQ,wDIODhtPE3LoU05kYqFr4Q,5.0,WI,3.531489499324927,4.389615655255091,192,0.0
142,DGQEY6I7zNc85D51Nqp2uQ,wt6SJHPEknFUWjn67_wKoQ,4.0,WI,4.636196881998751,4.54392860958575,192,0.0
143,DGQEY6I7zNc85D51Nqp2uQ,xv9e-_gJ4F1TXrycEPpMuw,4.0,WI,3.9225819545444174,4.778651428785165,192,0.9095656978959037
144,6Wm6zBC3w9twqC7THZ1iTw,1ofeAP5vdjnOSeO5S2pzSg,1.0,PA,3.096321471178761,2.7251557906562844,6,0.0
145,6Wm6zBC3w9twqC7THZ1iTw,Tr8TJnMoSgBvfZvmCx9-eQ,5.0,PA,5.0,3.488013620758431,6,1.0
146,6Wm6zBC3w9twqC7THZ1iTw,pClgviXMKCnJyFMKWA8cew,5.0,PA,5.0,4.009014761486595,6,1.0
147,oVzp15kCi-6168ddKhERMg,08n9bygXHb837Fm74Bvqxw,5.0,SC,4.051538349688226,4.701832656848729,73,0.0
148,oVzp15kCi-6168ddKhERMg,1Qsbq-YIQXJMsYDiD3IUmg,5.0,SC,2.7722448377299798,4.749495414504689,73,0.0
149,oVzp15kCi-6168ddKhERMg,1ylgrtS3iSNaf3V68kw4bw,3.0,SC,3.5366269906735748,5.0,73,1.0
150,oVzp15kCi-6168ddKhERMg,3BcU8mz0eHjiqSb6zE5FLw,5.0,SC,2.7197707185293023,4.5537374071090495,73,0.0
151,oVzp15kCi-6168ddKhERMg,5q6Xh-UcJa78bp6dzyaE7w,5.0,NC,4.048119658759259,5.0,73,-0.0
152,oVzp15kCi-6168ddKhERMg,8rIDfnWHSo-K0Xb9Y1gjrA,3.0,NC,3.6688939047463656,4.624599071397579,73,1.0
153,oVzp15kCi-6168ddKhERMg,9Mihbdu84mcRg-XvkOLZ9g,5.0,SC,2.822406660772158,4.747947080283197,73,0.0
154,oVzp15kCi-6168ddKhERMg,9hyJsjrnp5GZyZmN6qYt-A,5.0,NC,2.996759031307631,5.0,73,-0.0
155,oVzp15kCi-6168ddKhERMg,A7-RwaxEEonk7vvhHrJr_g,5.0,NC,3.3144081322333463,5.0,73,-0.0
156,oVzp15kCi-6168ddKhERMg,Bf0xp6P9mtwIzDeqLWD9Jg,5.0,SC,2.923819843759163,3.4312475857998908,73,0.0
157,oVzp15kCi-6168ddKhERMg,E0TK141YMBP0LBknhVKEqw,5.0,NC,3.440064234931869,4.940525525478389,73,0.0
158,oVzp15kCi-6168ddKhERMg,E3BTs8yFlVbZd20TknY00A,3.0,NC,3.6471212303783895,4.612644226727255,73,1.0
159,oVzp15kCi-6168ddKhERMg,Hja8o6JvBM0gCHRMGOL1UQ,5.0,SC,2.5517216331697186,4.244701288723438,73,0.0
160,oVzp15kCi-6168ddKhERMg,IDIjbLpatjS3gSnliPxtoA,5.0,NC,3.2620379569013846,5.0,73,-0.0
161,oVzp15kCi-6168ddKhERMg,IGxxnH4Q2S2y_ZdFFW469w,3.0,NC,3.3002068838549685,5.0,73,1.0
162,oVzp15kCi-6168ddKhERMg,I_j5UfKgV3Zm7-cnLZo3WQ,5.0,SC,3.546596059390056,4.399029637983083,73,0.0
163,oVzp15kCi-6168ddKhERMg,KgbCvPJpFLN78VVkeJMbzw,5.0,SC,4.126395227966137,5.0,73,-0.0
164,oVzp15kCi-6168ddKhERMg,Km0sT7E_dc2U1BkyRoy1xA,5.0,SC,2.802717871209889,3.813843039205844,73,0.0
165,oVzp15kCi-6168ddKhERMg,LWcn5_F8c5iDLvVCootw3A,5.0,SC,4.059914338605086,3.984399529137622,73,1.0
166,oVzp15kCi-6168ddKhERMg,N3kBSwTiplhiCSyhEdrXrg,5.0,SC,3.166741650521608,4.470427080076759,73,0.0
167,oVzp15kCi-6168ddKhERMg,PbTXqq-283ua5BJmHYf3gg,4.0,SC,3.3525112255920906,3.446868581373049,73,0.0
168,oVzp15kCi-6168ddKhERMg,Qrf9C2c9pmkZ7AP8Uynltg,5.0,NC,3.154245831936887,4.76081774611408,73,0.0
169,oVzp15kCi-6168ddKhERMg,Rapoy1jmX7sDXHq0Zguu-Q,5.0,SC,3.1562859406856933,4.569002579552307,73,0.0
170,oVzp15kCi-6168ddKhERMg,SpaH-z9x-4H_XDCehWZM7g,5.0,NC,2.9942982112484504,4.1577244310008465,73,0.0
171,oVzp15kCi-6168ddKhERMg,T2tEMLpTeSMxLKpxwFdS3g,5.0,NC,3.1056855150565488,4.677876616441576,73,0.0
172,oVzp15kCi-6168ddKhERMg,TG2GeI59fKLR9NoI7NUr0A,5.0,SC,2.639843584375073,3.734270133398512,73,0.0
173,oVzp15kCi-6168ddKhERMg,VZcjLx_lV12nkIP0UKK0UQ,5.0,NC,2.860548930811272,5.0,73,-0.0
174,oVzp15kCi-6168ddKhERMg,W8p1ld4W7WJh_fAx8k9YbA,5.0,NC,3.1390248797732263,4.1186798494201735,73,0.0
175,oVzp15kCi-6168ddKhERMg,WX6uIkKZA2kLEa57mXr2Mg,5.0,NC,2.8243457767535665,3.888998235032493,73,0.0
176,oVzp15kCi-6168ddKhERMg,XgRljuEUyaHBKIpIz-PRAA,5.0,NC,3.896455643974483,5.0,73,-0.0
177,oVzp15kCi-6168ddKhERMg,ZLNNXEZaCMhXuUovRTIGTw,5.0,NC,3.9550626845986736,5.0,73,-0.0
178,oVzp15kCi-6168ddKhERMg,_T_OehlhqKO-pwimW54p6w,5.0,NC,3.1769948622421365,3.7019140893243487,73,0.0
179,oVzp15kCi-6168ddKhERMg,axfBGRuldNJDcLI9LGgY4Q,5.0,SC,2.590238508022596,4.600765696130943,73,0.0
180,oVzp15kCi-6168ddKhERMg,bHMcWQxUR-41kfEtDRTz0w,5.0,NC,3.1390387806056417,3.4597829045228967,73,0.0
181,oVzp15kCi-6168ddKhERMg,bK17vbsRd2_CWxDkHaWkMA,1.0,SC,2.4976888038546217,2.9561441838239784,73,1.0
